2017-07-03 23:34:58,791 |main                 |ContainerLoader               |I| [Startup] Loading containers...
2017-07-03 23:40:45,348 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SegmentGroupClassification]
2017-07-03 23:40:45,514 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SegmentGroupGeo]
2017-07-03 23:40:45,648 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SegmentGroupRole]
2017-07-03 23:40:45,781 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SegmentGroupType]
2017-07-03 23:40:45,916 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SequenceValueItem]
2017-07-03 23:40:46,050 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ServerHit]
2017-07-03 23:40:46,183 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ServerHitBin]
2017-07-03 23:40:46,306 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ServerHitType]
2017-07-03 23:40:46,416 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ServiceSemaphore]
2017-07-03 23:40:46,550 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SettlementTerm]
2017-07-03 23:40:46,661 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [Shipment]
2017-07-03 23:40:46,783 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ShipmentAttribute]
2017-07-03 23:40:46,917 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ShipmentBoxType]
2017-07-03 23:40:47,050 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ShipmentContactMech]
2017-07-03 23:40:47,183 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ShipmentContactMechType]
2017-07-03 23:40:47,306 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ShipmentCostEstimate]
2017-07-03 23:40:47,439 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ShipmentGatewayConfig]
2017-07-03 23:40:47,617 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ShipmentGatewayConfigType]
2017-07-03 23:40:47,728 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ShipmentGatewayDhl]
2017-07-03 23:40:47,839 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ShipmentGatewayFedex]
2017-07-03 23:40:47,973 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ShipmentGatewayUps]
2017-07-03 23:40:48,106 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ShipmentGatewayUsps]
2017-07-03 23:40:48,251 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ShipmentItem]
2017-07-03 23:40:48,384 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ShipmentItemBilling]
2017-07-03 23:40:48,517 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ShipmentItemFeature]
2017-07-03 23:40:48,651 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ShipmentMethodType]
2017-07-03 23:40:48,762 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ShipmentPackage]
2017-07-03 23:40:48,884 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ShipmentPackageContent]
2017-07-03 23:40:49,006 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ShipmentPackageRouteSeg]
2017-07-03 23:40:49,162 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ShipmentReceipt]
2017-07-03 23:40:49,295 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ShipmentReceiptRole]
2017-07-03 23:40:49,429 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ShipmentRouteSegment]
2017-07-03 23:40:49,562 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ShipmentStatus]
2017-07-03 23:40:49,696 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ShipmentType]
2017-07-03 23:40:49,818 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ShipmentTypeAttr]
2017-07-03 23:40:49,940 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ShippingDocument]
2017-07-03 23:40:50,051 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ShoppingList]
2017-07-03 23:40:50,185 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ShoppingListItem]
2017-07-03 23:40:50,318 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ShoppingListItemSurvey]
2017-07-03 23:40:50,452 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ShoppingListType]
2017-07-03 23:40:50,574 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ShoppingListWorkEffort]
2017-07-03 23:40:50,707 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SkillType]
2017-07-03 23:40:50,841 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [StandardLanguage]
2017-07-03 23:40:50,974 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [StatusItem]
2017-07-03 23:40:51,096 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [StatusType]
2017-07-03 23:40:51,208 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [StatusValidChange]
2017-07-03 23:40:51,341 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [Subscription]
2017-07-03 23:40:51,474 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SubscriptionActivity]
2017-07-03 23:40:51,608 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SubscriptionAttribute]
2017-07-03 23:40:51,741 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SubscriptionCommEvent]
2017-07-03 23:40:51,874 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SubscriptionFulfillmentPiece]
2017-07-03 23:40:52,008 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SubscriptionResource]
2017-07-03 23:40:52,152 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SubscriptionType]
2017-07-03 23:40:52,275 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SubscriptionTypeAttr]
2017-07-03 23:40:52,397 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SupplierPrefOrder]
2017-07-03 23:40:52,597 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SupplierProduct]
2017-07-03 23:40:52,730 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SupplierProductFeature]
2017-07-03 23:40:52,875 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SupplierRatingType]
2017-07-03 23:40:53,008 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [Survey]
2017-07-03 23:40:53,142 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SurveyApplType]
2017-07-03 23:40:53,264 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SurveyMultiResp]
2017-07-03 23:40:53,386 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SurveyMultiRespColumn]
2017-07-03 23:40:53,497 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SurveyPage]
2017-07-03 23:40:53,631 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SurveyQuestion]
2017-07-03 23:40:53,764 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SurveyQuestionAppl]
2017-07-03 23:40:53,897 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SurveyQuestionCategory]
2017-07-03 23:40:54,031 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SurveyQuestionOption]
2017-07-03 23:40:54,165 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SurveyQuestionType]
2017-07-03 23:40:54,297 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SurveyResponse]
2017-07-03 23:40:54,431 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SurveyResponseAnswer]
2017-07-03 23:40:54,553 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SurveyTrigger]
2017-07-03 23:40:54,687 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SystemProperty]
2017-07-03 23:40:54,820 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [TarpittedLoginView]
2017-07-03 23:40:54,953 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [TaxAuthority]
2017-07-03 23:40:55,087 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [TaxAuthorityAssoc]
2017-07-03 23:40:55,254 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [TaxAuthorityAssocType]
2017-07-03 23:40:55,376 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [TaxAuthorityCategory]
2017-07-03 23:40:55,498 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [TaxAuthorityGlAccount]
2017-07-03 23:40:55,609 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [TaxAuthorityRateProduct]
2017-07-03 23:40:55,721 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [TaxAuthorityRateType]
2017-07-03 23:40:55,843 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [TechDataCalendar]
2017-07-03 23:40:55,987 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [TechDataCalendarExcDay]
2017-07-03 23:40:56,121 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [TechDataCalendarExcWeek]
2017-07-03 23:40:56,243 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [TechDataCalendarWeek]
2017-07-03 23:40:56,543 |pool-3-thread-1      |DatabaseUtil                  |I| Created 5 declared indices for entity [TelecomNumber]
2017-07-03 23:40:56,665 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [TemporalExpression]
2017-07-03 23:40:56,776 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [TemporalExpressionAssoc]
2017-07-03 23:40:56,887 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [TermType]
2017-07-03 23:40:57,010 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [TermTypeAttr]
2017-07-03 23:40:57,143 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [TerminationReason]
2017-07-03 23:40:57,276 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [TerminationType]
2017-07-03 23:40:57,388 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [TestBlob]
2017-07-03 23:40:57,676 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [TestFieldType]
2017-07-03 23:40:57,810 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [Testing]
2017-07-03 23:40:57,932 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [TestingCrypto]
2017-07-03 23:40:58,054 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [TestingItem]
2017-07-03 23:40:58,177 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [TestingNode]
2017-07-03 23:40:58,310 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [TestingNodeMember]
2017-07-03 23:40:58,444 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [TestingRemoveAll]
2017-07-03 23:40:58,588 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [TestingStatus]
2017-07-03 23:40:58,721 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [TestingSubtype]
2017-07-03 23:40:58,844 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [TestingType]
2017-07-03 23:40:58,955 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ThirdPartyLogin]
2017-07-03 23:40:59,066 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [TimeEntry]
2017-07-03 23:40:59,177 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [Timesheet]
